Country Name,Country Code,Access to electricity (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,Cost of business start-up procedures (% of GNI per capita),"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)",Human capital index (HCI) (scale 0-1),"Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Losses due to theft and vandalism (% of annual sales for affected firms),"Maternal mortality ratio (national estimate, per 100,000 live births)",Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Population living in slums (% of urban population),Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Profit tax (% of commercial profits),Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),"Pupil-teacher ratio, primary",Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Suicide mortality rate (per 100,000 population)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Total greenhouse gas emissions (kt of CO2 equivalent),Total tax and contribution rate (% of profit),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Nicaragua,NIC,85.2,31.625638605833334,14094747.964666666,26796100000.0,17.07,-1.023826838,63.6,96.72459411749999,8.4993515,29.97781286,35.0,-0.812270463,0.92,0.507381022,98.0,98.0,99.0,37.6,4.94723728,10.37699138,186625.0,10.89578545,73.85,65.94117534470588,2.9749999999999996,8.061538461538461,26.63157894736842,113.2267851,60.32500000000001,-20739.0,33.15946198,76.31743378727273,0.664,-0.950931132,64.411616,72.4,33.0,8.15,17.4,95.45377348666666,17.3,2.375,45.65217391,17.382835,1880.5,321.0,-0.731356859,52.0,-1.078683734,15.1615,49.52416667,4.5,83.912572,73.133532,18268.13765,60.6,5.2,-1.099699974,33.92307692307692,31.4
Niger,NER,17.6,32.34429463,10940445.979333334,26517506386.0,11.1,-0.592441618,8.1,99.17225647,5.30310822,0.871982316,37.3,-0.827720761,0.24,0.318029463,79.0,79.0,77.0,32.65,2.96760366,7.312286603333334,156000.0,13.899841205000001,62.454,63.97859281235294,2.07,8.069230769230769,26.026315789473685,100.14700629000001,79.9,-3816.0,48.96118927,80.63138163818181,0.036,-1.358237863,70.44397,69.7,52.1,11.9,11.0,94.64270781777778,21.6,2.58,16.95906433,16.098019166666667,1481.3333333333333,175413.0,-0.682929277,96.0,-0.605169058,18.273,56.54583333,5.3,65.37633,60.612578,40817.76548,47.2,10.536,-0.598497689,31.26153846153846,32.45
Nigeria,NGA,56.5,9.740620563,7786143.994,26238912772.0,16.6,-1.083567619,27.6,96.18444251999999,3.09069347,24.1043842,35.1,-1.118224621,2.1899999999999995,0.354753166,61.0,61.0,56.0,27.7,12.09510652,4.247581826666667,2243000.0,16.90389696,52.554,62.01601028,2.53,8.076923076923077,25.42105263157895,87.06722748,39.7,-81384.0,75.94579315,84.94532948909091,0.376,-2.097414255,51.49458,67.0,47.1,15.1,10.6,93.83164214888889,21.0,2.316666666666667,5.555555556,14.813203333333332,1082.1666666666665,34727.0,-0.878198743,72.0,-0.917747617,21.3845,49.73375,3.5,46.019223,44.700988,320860.8254,34.8,15.872,-0.424289912,28.6,33.5
North Macedonia,MKD,99.8,12.7823230104,8449168.2455,25960319158.0,20.12,-0.392472923,3.3,93.19662857,6.46,39.71015067,33.0,0.055876434,4.14,0.535392046,92.0,92.0,75.0,79.1678,1.458312985,1.18287705,140.0,6.10691834,76.64878049,70.42488956,2.7,8.084615384615384,24.815789473684212,93.16855383,3.7,-1000.0,41.23,89.25927734,1.8696666666666668,-0.211983711,52.695366,70.84,14.4,3.2,2.8,93.02057648,11.0,2.0533333333333332,38.33333333,13.5283875,683.0,413.0,0.515392661,48.0,-0.307711989,24.496,70.14875,9.4,90.500001,82.981678,10011.07466,13.0,21.208,-0.025981188,29.18,33.96
Northern Mariana Islands,MNP,100.0,15.824025457800001,9112192.497,116380659579.0,23.64,0.8288220465000002,2.0999999999999996,90.20881462,8.21,52.95652174,30.3,0.9505192339999999,3.835,0.6519634425,94.0,94.33333333333333,85.5,87.82974999999999,2.111572165,0.8267406150000001,29355.0,4.5163758365,79.70365853999999,78.83376884,3.2,8.092307692307692,24.210526315789473,100.429790715,3.1500000000000004,-817.0,27.599999999999998,94.328437805,3.3633333333333333,0.45432613749999995,53.896152,74.68,9.6,2.1500000000000004,2.65,96.248126985,15.9,1.79,39.876725835,12.243571666666666,2441.5,28708.5,1.1497904660000002,24.0,0.8072378485,15.030999999999999,80.155625,10.7,87.494978,82.546846,29270.267209999998,25.0,12.5045,0.8412815929999999,29.76,34.42
Norway,NOR,100.0,18.8657279052,9775216.7485,206801000000.0,27.160000000000004,2.050117016,0.9,87.22100067,9.96,33.31726503,27.6,1.845162034,3.53,0.768534839,96.0,96.66666666666667,96.0,96.4917,2.764831345,0.47060418,58570.0,2.925833333,82.75853659,87.24264812000001,3.7,8.1,23.605263157894736,107.6910276,2.6,18388.0,13.97,99.39759827,4.857,1.120635986,55.096938,78.52000000000001,4.8,1.1,2.5,99.47567749,20.8,1.5266666666666666,41.42011834,10.958755833333333,4200.0,57004.0,1.784188271,0.0,1.922187686,5.566,90.1625,12.0,93.469671,90.021364,48529.45976,37.0,3.801,1.708544374,30.34,34.879999999999995
Oman,OMN,100.0,21.907430352600002,10438241.0,137882191576.6667,30.680000000000003,0.215245456,3.3,86.64325387,3.21469474,0.008400646,28.6,0.126958504,1.09,0.611187339,99.0,99.0,99.0,85.5,0.889312371,0.282537662,87785.0,5.246384502,77.966,95.6515274,3.2,8.107692307692307,23.0,139.9674164,9.65,-51177.0,6.4967432,98.82694244,2.103,0.642036438,56.297724,82.36,9.5,1.35,4.5,97.84481049,14.4,1.2633333333333332,1.176470588,9.67394,5995.5,310.0,0.160653666,21.85,0.436154455,18.262,57.60125,4.7,90.161213,85.879744,99261.03454,27.4,1.8,-1.039815903,30.92,35.339999999999996
Pakistan,PAK,93.4,24.9491328,6880637.0,68963383153.33334,34.2,-0.80138731,6.8,86.06550707,2.82844949,4.940561436,29.6,-0.666681349,0.51,0.399303585,80.0,80.0,79.0,15.34,5.078057259,3.750486739,117000.0,8.530833333,66.482,57.01057053,2.42,8.115384615384615,44.94736842105263,70.07944774,16.7,-1309609.0,56.43142319,65.28784943,0.947,-2.253884554,57.49851,86.2,14.2,1.6,11.0,62.08599854,18.2,1.0,20.23460411,44.0773,7791.0,1404008.0,-0.667998254,43.7,-0.68372798,30.958,61.04458333,8.9,74.319961,64.285371,422019.6189,34.1,4.083,-0.813987374,31.5,35.8
Palau,PLW,100.0,21.20478817,9756170.0,44574730.0,35.03333333333334,0.509996653,2.9,85.48776027,12.85856915,89.67391304,39.400000000000006,0.232958704,1.2349999999999999,0.567310631,95.0,98.0,90.0,38.57275,2.109704641,11.1953875,82000.0,7.706816498,72.1725,76.21119118,2.8499999999999996,8.123076923076923,66.89473684210526,103.73145312,13.174999999999999,8.0,14.40215683,70.57172139833332,1.2785,1.194799542,36.899255000000004,82.83333333333333,15.975,2.225,8.1,77.424499515,65.8,0.812,12.5,38.739288,9326.0,703254.5,0.106942423,61.733333333333334,1.001824379,23.6695,59.47645833,5.9,66.667456,50.250197,244.919492,75.8,4.698,1.123436809,39.9,44.4
Panama,PAN,93.8,17.46044354,12631703.0,3149970203.0,35.86666666666667,-0.610022247,6.1,84.91001347,7.87820292,57.11337288,49.2,0.012690499,1.96,0.513944387,88.0,88.0,98.0,61.8055,0.761578359,9.627262872,47000.0,6.882799663,77.863,95.41181183,3.28,8.13076923076923,88.84210526315789,137.3834585,9.649999999999999,11130.0,35.70438766,75.85559336666667,1.61,0.252037287,16.3,79.46666666666667,17.75,2.8499999999999996,5.2,92.76300049,12.4,0.624,18.30985915,33.401275999999996,10861.0,2501.0,0.385193199,79.76666666666667,-0.159152254,16.381,57.90833333,2.9,87.451501,78.445239,17297.37902,37.2,5.313,0.558176339,48.3,53.0
Papua New Guinea,PNG,16.6,17.16212565,1831903.0,2676828459.0,36.7,-0.868210077,20.5,84.33226667,2.30051899,79.32433865,47.6,-0.65572989,1.43,0.424772054,35.0,35.0,37.0,63.3995,4.374489215,8.670334059,12000.0,9.075,65.182,94.71630478,2.17,8.138461538461538,110.78947368421052,46.09170728,6.125,24688.0,9.59954548,81.139465335,0.065,-0.656307817,15.67643,76.1,19.525,3.4749999999999996,23.4,91.66117350333333,23.2,0.43599999999999994,0.0,28.063263999999997,12396.0,10022.0,-0.528640509,97.8,-0.764962137,16.837,40.925,2.9,70.698306,58.32391,20064.63485,39.3,5.765,0.063563302,56.7,61.6
Paraguay,PRY,99.6,16.86380776,710407.0,17214400000000.0,56.5,-0.870616138,58.4,83.75451987,6.74497652,41.93538887,46.0,-0.604826033,0.9,0.527505994,88.0,88.0,93.0,64.9935,3.975610157,7.713405246,35500.0,15.71770639,73.568,94.02079773,2.78,8.146153846153846,132.73684210526315,115.4634996,2.6,-16470.0,43.87631607,86.42333730333333,1.462,-0.086801514,15.05286,87.1,21.3,4.1,2.9,90.55934651666666,9.6,0.248,15.0,22.725251999999998,13931.0,260.0,-0.089519158,21.9,-0.602721274,17.293,58.97208333,6.0,81.929564,71.897105,48376.14553,35.0,6.217,0.031939447,56.540625000000006,58.14
Peru,PER,95.2,18.39126154,17758527.27,24356116032.0,76.3,-0.597704649,7.5,83.17677307,5.15967131,56.77815625,42.4,-0.323707879,1.59,0.594615281,88.0,88.0,86.0,55.0543,1.50915423,7.613974239,59000.0,14.539125,76.009,94.40827179,2.69,8.153846153846153,154.68421052631578,130.8994047,5.1,326831.0,29.40898895,91.70720927166667,1.36,-0.276951969,26.18578,98.1,31.25,3.65,5.9,89.45751953,22.7,0.06,27.69230769,17.38724,15466.0,2506.0,0.44338277,13.8,-0.566928744,17.749,69.10625,2.8,86.340776,79.093208,97101.62001,36.8,3.492,0.215548977,56.38125,54.68
Philippines,PHL,94.2,16.94095832,43080118.0,987235000000.0,72.51538461538462,-0.576285362,24.0,87.2972908,3.95,23.87500419,42.3,0.06222352,0.95,0.549015582,75.0,75.0,77.0,44.1,5.309346616,5.204992711,301000.0,6.1185,71.689,91.759186745,2.9,8.161538461538461,176.6315789473684,123.9757392,4.4,-15371.0,50.44,96.99108124,0.701,-1.096192241,37.3187,93.44999999999999,41.2,3.2,5.4,110.8820038,20.3,0.03,29.45205479,16.343311999999997,17001.0,631.0,0.028766409,29.0,-0.564711273,19.89,75.87958333,2.2,80.741955,73.279214,227857.6762,42.9,2.338,0.021107655,56.221875000000004,51.22
Poland,POL,100.0,16.373611105,9277538.0,95619000000.0,68.73076923076923,0.62305665,11.8,91.41780853,6.31,30.89460104,30.2,0.546931207,6.44,0.760222197,95.0,91.0,93.0,77.5417,1.812951565,0.708695945,251216.66666666666,5.8340356602500005,77.60243902,89.1101017,3.54,8.169230769230769,198.57894736842104,125.3471416,3.5,-8736.0,20.79,99.54192352,2.9975,0.480340898,37.714574285714285,88.8,4.3,0.0,2.5,94.18228149,14.5,0.0,28.04347826,15.299384,18536.0,12495.0,0.874214768,0.1,0.376462787,9.974,88.55958333,12.7,89.537207,75.751027,372925.7055,40.7,3.835,0.710193098,56.0625,47.76
Portugal,PRT,100.0,15.80626389,17367956.0,17149371046.0,64.94615384615385,0.806138754,2.0,95.92218018,9.41,36.15499489,33.5,1.181238055,3.44,0.783440173,99.0,98.0,99.0,74.661,0.993715683,0.787184634,201433.3333333333,5.5495713205,81.32439024,86.46101665500001,3.64,8.176923076923076,220.52631578947367,115.2549871,2.6,10177.0,29.92,99.06150818,5.294,1.115095258,38.11044857142857,84.15,10.7,2.9,2.5,99.7984314,12.5,0.12090909090909091,34.7826087,14.255455999999999,2545.96,2130.0,0.874975383,0.3,1.107582092,8.373,86.28916667,11.7,93.133447,84.260552,66613.16462,39.8,6.994,1.17851007,55.903125,44.3
Puerto Rico,PRI,100.0,15.238916675,23273439.5,35543378162.66667,61.161538461538456,0.002151088,1.3,95.54538981333333,6.185881095,55.84554679,34.266666666666666,-0.193019331,2.235,0.7091328505000001,98.5,98.0,99.0,70.8564,0.624765533,20.00440458,151650.0,5.26510698075,79.77,83.81193161,3.555,8.184615384615384,242.4736842105263,100.3319104,1.7666666666666666,-17320.0,18.32903143,93.19432831,3.8964999999999996,0.273657262,38.506322857142855,79.5,11.966666666666667,3.0666666666666664,2.5,85.77120209,30.8,0.24181818181818182,22.2693531305,13.211528,5285.64,1159.5,0.937738717,0.5666666666666667,0.556203604,10.421,69.325208335,8.75,91.170157,78.088918,92903.60420999999,64.4,9.2,0.472064346,55.743750000000006,40.84
Qatar,QAT,100.0,14.67156946,29178923.0,53937385279.333336,57.37692307692308,0.692682803,6.7,95.16859944666666,2.96176219,0.0,35.03333333333333,0.630387604,1.03,0.634825528,98.0,98.0,99.0,99.6528,0.255815383,0.361437248,101866.66666666666,4.980642641,80.898,81.162846565,3.47,8.192307692307692,264.42105263157896,142.6223429,0.9333333333333333,11662.0,6.73806286,87.32714844,2.499,0.649283886,38.90219714285715,74.85,13.233333333333333,3.2333333333333334,2.5,99.82433319,0.0,0.36272727272727273,9.756097561,12.1676,8025.320000000001,189.0,0.587529361,0.8333333333333333,0.704719603,12.469,52.36125,5.8,93.010695,91.134369,119194.0438,11.3,0.11,-1.20660162,55.584375,37.379999999999995
Romania,ROU,99.8,14.104222245,4908235.0,72331392396.0,53.59230769230769,-0.22668846,0.4,94.79180908,5.52,30.11582928,35.8,-0.177010819,6.92,0.594410121,86.0,93.0,90.0,70.6813,4.625484431,1.275068939,52083.333333333314,6.808202289,75.35853659,78.51376152,3.12,8.2,286.36842105263156,115.4396415,0.1,-57865.0,19.46,94.38813019,3.309,0.036215875,39.29807142857143,70.2,14.5,3.4,2.5,87.99362183,12.3,0.48363636363636364,20.66869301,27.94793,10765.0,4134.0,0.406415403,1.1,0.367517263,14.517,76.49916667,10.2,89.116916,73.457459,103464.5622,40.0,4.187,0.533273637,55.425000000000004,33.92
Russian Federation,RUS,100.0,13.536875030000001,99327311.0,3844830000000.0,49.80769230769231,-0.869118035,1.1,92.44580841,5.36,49.78433608,35.3,-0.103585228,7.17,0.728950441,97.0,97.0,98.0,80.8647,2.878297236,8.214082865,2300.0,8.866666667,72.66219512,75.86467647500001,2.76,8.207692307692309,308.31578947368416,157.431312,4.699999999999999,336527.0,38.31,99.09838104,4.119,-0.538375676,39.69394571428572,74.12857142857143,7.1,0.0,2.5,100.8689194,7.4,0.6045454545454545,15.77777778,43.72826,85626.0,77382.0,-0.562712371,5.0,-0.832453251,20.4105,75.71333333,27.1,86.560559,63.566095,2371535.611,46.3,4.871,-1.070164561,55.265625,30.459999999999997
Rwanda,RWA,38.0,12.969527815,1502478.0,300209000000.0,46.02307692307692,0.535657406,24.7,94.73379262333333,6.69894743,11.10660722,35.8,0.079529911,0.72,0.376912028,97.0,97.0,99.0,19.2,-0.31121016,2.274213038,4916.666666666666,16.94666667,66.251,73.21559143,2.97,8.215384615384616,330.2631578947368,77.40789677,9.299999999999999,-10794.0,11.8659668,66.61717224,0.132,0.101642534,40.08982,78.05714285714286,15.35,1.7,31.8,81.47086334,25.7,0.7254545454545455,61.25,59.50859,69088.6,145359.0,0.033973776,79.5,0.109598584,26.304,66.70625,5.6,69.722837,59.838837,6106.433212,33.2,10.759,-1.141441464,55.10625,27.0
Samoa,WSM,99.8,12.402180600000001,77811.0,272042743.1,42.238461538461536,0.647211671,7.2,97.02177683666667,4.77439356,58.5,36.3,0.622275352,1.0775,0.52239424,44.0,44.0,40.0,49.1,4.197458887,6.199302817,7533.333333333333,8.950100768,72.636,75.89662085555555,2.8633333333333333,8.223076923076924,352.2105263157895,47.68694475,13.899999999999999,-2739.0,12.98148251,93.33982849,0.7274999999999999,1.133188844,44.25988,81.9857142857143,23.6,3.4,7.7,102.8619995,10.9,0.8463636363636364,10.0,33.2196,52551.2,5.0,-0.141316265,73.12,0.912800968,24.75,58.56708333,12.6,82.421448,72.600499,598.977619,19.3,9.2945,0.782676995,54.946875000000006,23.54
San Marino,SMR,100.0,11.834833385,57235.5,113943302.0,38.45384615384615,1.179165602,9.0,99.30976105,8.2778492,16.66666667,36.8,1.603160143,1.435,0.5418471693333333,90.0,78.0,89.0,43.55,6.0330275879999995,4.346091410333334,10150.0,4.163075,70.49549999999999,78.57765028111112,2.756666666666667,8.230769230769232,374.1578947368421,112.7181169,18.5,137.0,11.11235237,98.18727112,1.323,1.391008735,48.42994,85.91428571428571,27.700000000000003,4.725,11.5,87.8628006,5.1,0.9672727272727273,26.66666667,6.93061,36013.799999999996,91.0,0.440543503,66.74,1.536625862,23.195999999999998,54.139375,7.05,94.393129,92.053963,385.893252,35.7,7.83,1.123436809,54.7875,20.08
Sao Tome and Principe,STP,71.0,11.267486170000002,36660.0,241827971651.0,34.669230769230765,0.15306583,12.3,98.68296242,5.50957823,55.35416667,37.3,-0.783992767,1.7925,0.5613000986666666,95.0,95.0,95.0,38.0,7.868596289,2.492880003666667,12766.666666666666,19.87362408,68.355,81.25867970666667,2.65,8.23846153846154,396.1052631578947,76.9409115,23.1,-1758.0,15.81694221,90.28940201,1.9184999999999999,0.515797019,52.6,89.84285714285714,31.8,6.049999999999999,15.3,94.86571119999999,19.4,1.0881818181818181,14.54545455,10.372779999999999,19476.399999999994,177.0,-0.909116745,60.36,-0.713534415,21.642,49.71166667,1.5,73.91515,60.806094,172.808885,37.0,6.9295,0.140056133,54.628125000000004,16.619999999999997
Saudi Arabia,SAU,99.9,10.700138955,39767648.0,483542000000.0,30.884615384615387,0.329810768,6.6,98.05616379,5.34063101,0.454484135,37.8,0.273761809,2.15,0.580753028,96.0,97.0,98.0,93.31,2.45814158,0.639668597,15383.333333333332,17.982420949999998,77.212,83.93970913222222,3.01,8.246153846153847,418.05263157894734,117.9691219,27.7,253245.0,15.89835358,82.3915329,2.514,-0.660840631,43.87992,93.77142857142857,35.9,7.374999999999999,4.7,101.8686218,2.2,1.209090909090909,19.86754967,13.81495,2939.0,263.0,-0.090882264,53.980000000000004,0.117317118,20.088,59.12166667,6.1,87.153359,83.257354,715864.5017,15.7,6.029,-1.691343427,54.46875,13.159999999999997
Senegal,SEN,66.0,10.13279174,278438.2886,850441000000.0,27.1,-0.046840053,32.0,97.42936516,4.43182087,42.32150834,38.3,-0.32933712,3.7249999999999996,0.421063334,92.0,92.0,86.0,35.3,0.460985642,1.026066278,18000.0,16.09121782,68.097,86.62073855777778,2.25,8.253846153846155,440.0,106.3244864,32.3,-19973.0,48.3353653,90.56478118999999,2.452,-0.107445858,35.15984,97.7,40.0,8.7,6.7,100.06742476,16.2,1.33,41.81818182,36.31817,3331.734,14359.0,-0.147642568,47.6,-0.223899484,18.534,61.50375,6.1,76.491192,66.334871,28040.84391,45.1,9.381,0.221032724,54.309375,9.7
Serbia,SRB,100.0,60.56575819,2262703.0,174454000000.0,30.01666666666667,-0.396321565,2.2,96.80256653,8.53168106,31.12279899,35.0,0.074625514,5.3,0.759485483,96.0,91.0,92.0,73.3607,1.959840763,1.412463959,13000.0,14.20001469,75.8902439,89.30176798333333,2.84,8.261538461538462,409.46153846153845,121.0748239,0.1,3346.0,38.31095886,98.73802948,2.3899999999999997,0.005221334,41.234633333333335,97.02105263157895,12.5,2.0,2.5,98.26622772,13.0,0.03,34.4,14.2927,3724.468,30944.0,0.099695772,3.6,-0.170304462,16.98,75.28541667,11.3,88.958236,78.186922,61655.12499,36.6,12.733,-0.014971706,54.150000000000006,10.681632653061223
Seychelles,SYC,100.0,31.418027783499998,455201.0,2596233900.0,32.93333333333334,0.860554039,13.4,96.246145632,4.94443846,73.26086957,32.1,0.633342147,3.24,0.630557179,99.0,99.0,96.0,69.2,3.702918391,8.729304274,8000.0,12.30881156,72.84146341,91.9827974088889,2.46,8.26923076923077,378.9230769230769,173.563787,0.9,276.0,24.62061691,95.98358917,2.328,0.673826814,47.30942666666667,96.34210526315789,47.75,17.2,4.0,102.5570068,18.8,2.11,21.21212121,14.48826,3704.8966,15767.5,0.019313708,0.5,0.281118184,25.073500000000003,48.30041667,8.2,85.765199,70.968383,761.134384,30.1,3.528,0.192555249,53.990625,11.663265306122447
Sierra Leone,SLE,26.1,2.270297377,20428358.0,10571697544.5,35.85,-0.511336386,8.4,95.689724734,8.28987598,35.66555833,35.7,-1.190941691,2.87,0.353286207,93.0,93.0,87.0,15.8,16.02954477,4.4420443765,3000.0,15.96166667,59.796,94.66382683444445,2.08,8.276923076923078,348.38461538461536,80.84116316,54.0,-2741.0,60.98888779,97.73515319500001,0.072,-0.088885598,53.38422,95.66315789473684,83.0,32.4,26.8,80.01641846,18.5,4.19,12.32876712,27.52246,3685.3251999999998,591.0,-0.918371916,92.9,-0.796907842,33.167,53.91833333,6.6,61.447935,55.619307,6818.439085,30.7,3.193,-0.182075322,53.831250000000004,12.644897959183673
Singapore,SGP,100.0,9.683873014571429,40401515.0,18547161189.0,38.766666666666666,2.134553909,0.4,95.133303836,4.07545424,22.31092437,32.13333333333333,2.23167038,2.5,0.88708365,97.0,97.0,97.0,88.1656,0.438620118,0.154784479,443833.3333333333,5.33,83.29756098,97.34485626,4.0,8.284615384615385,317.8461538461538,147.3617155,36.06666666666666,35726.0,29.07070541,99.48671722,2.368,1.468008995,49.212492857142855,94.98421052631579,4.7,1.4,18.96666666666667,99.92182922,1.7,3.1425,23.0,27.10006,3665.7538,298.0,2.121737957,61.93333333333334,1.802677035,4.3,74.26166667,9.4,94.170743,89.710777,64328.24466,20.6,4.31,-0.076766916,53.671875,13.626530612244897
Sint Maarten (Dutch part),SXM,100.0,17.097448652142855,27299264.0,11725289638.0,41.68333333333334,1.1825601680000002,0.7,94.576882938,5.37272712,10.88235294,28.566666666666666,1.406587094,4.1,0.7835668925,96.5,96.5,96.5,84.30725,1.4763286235,0.6924384170000001,884666.6666666666,6.6846629525,75.131,88.37027086285714,3.5149999999999997,8.292307692307693,287.30769230769226,140.158182,18.133333333333333,640.0,23.990352705,98.95257186500001,2.9444999999999997,1.1022605895,45.04076571428571,94.30526315789474,4.85,1.1,11.133333333333335,96.023815155,5.3999999999999995,2.095,21.5,26.67766,3646.1823999999997,5.0,1.4600251315000001,30.96666666666667,1.1376567185000002,7.352499999999999,79.988958335,10.8,87.547018,78.363935,52106.26596999999,35.150000000000006,5.427,0.38515322999999996,53.5125,14.608163265306121
Slovak Republic,SVK,100.0,24.511024289714285,14197013.0,4903418087.0,44.6,0.230566427,1.0,94.02046204,6.67,40.05615641,25.0,0.581503808,5.7,0.680050135,96.0,96.0,96.0,80.4489,2.514037129,1.230092355,1325500.0,8.039325905,77.26585366,79.39568546571428,3.03,8.3,256.7692307692308,132.9546485,0.2,3752.0,18.91,98.41842651,3.521,0.736512184,40.869038571428575,93.62631578947368,5.0,0.8,3.3,92.12580109,9.1,1.0475000000000003,20.0,26.25526,3626.611,938.0,0.798312306,0.0,0.472636402,10.405,85.71625,12.2,89.411317,76.826998,39884.28728,49.7,6.544,0.847073376,53.353125000000006,15.589795918367345
Slovenia,SVN,100.0,31.924599927285712,1094762.0,3255196000.0,47.516666666666666,0.836427569,0.0,91.6729126,8.28,61.67438072,24.6,1.082303762,4.36,0.788688302,93.0,90.5,93.0,79.75,1.73860862,0.42736585,1766333.3333333333,9.3939888575,81.37804878,70.42110006857143,3.31,8.307692307692308,226.23076923076923,117.0914525,0.0,7559.0,11.98,99.72619629,3.13,0.894077659,36.697311428571425,92.94736842105263,10.2,0.0,2.5,97.79572296,12.7,0.0,24.44444444,25.83286,1209.0,746.0,0.642297328,0.0,1.024187922,6.619,89.01,17.8,93.674477,86.249455,16968.5195,31.0,5.108,0.970075548,53.19375,16.57142857142857
Solomon Islands,SLB,65.8,39.33817556485714,427806.0,1322078494.0,50.43333333333334,-0.034334648,28.1,92.79945882333334,3.77378345,90.19042515,26.62,-0.900794625,2.615,0.430859715,85.0,85.0,93.0,20.9,3.46147485,12.505660373333333,2207166.6666666665,10.74865181,70.173,61.446514671428574,2.57,8.315384615384616,195.69230769230768,73.11789627,0.78,-1603.0,3.70020819,74.81636047,2.3396666666666666,0.354402095,32.52558428571429,92.26842105263158,12.6,2.3000000000000003,19.8,84.86029816,23.3,0.0,2.040816327,25.41046,7790.333333333333,8742.0,-0.847762167,54.7,-0.20193398,14.933666666666666,42.77333333,15.0,76.757944,70.177558,858.439419,32.0,12.373999999999999,0.369325042,53.034375000000004,17.553061224489795
Somalia,SOM,50.7,46.75175120242857,33728.96866,143883276.4,53.35,-1.785416245,195.2,93.92600504666666,5.93099344,9.776994931,28.64,-2.211823225,0.87,0.426704526,42.0,42.0,46.0,41.65,3.989320039,24.58395489666667,2648000.0,10.41599257,56.375,52.47192927428571,2.21,8.323076923076924,165.15384615384613,49.6592909,1.56,40844.0,4.76818228,85.70668411,1.5493333333333332,-2.248987675,28.353857142857144,91.58947368421053,15.0,4.6000000000000005,54.0,90.62673569,22.55,0.0,24.36363636,24.675838,14371.666666666666,16738.0,-2.08894062,39.75,-2.298715591,23.24833333333333,19.67916667,8.0,57.021465,48.67513,25617.6715,30.55,19.639999999999997,-1.846292853,52.875,18.53469387755102
South Africa,ZAF,84.7,54.16532684,24660386.0,257407000000.0,56.266666666666666,-0.136328086,0.2,95.05255127,8.08820343,14.11510275,30.660000000000004,0.103732906,1.57,0.422549337,82.0,82.0,81.0,62.4,4.517165228,36.66224942,2258500.0,10.08333333,65.674,43.49734387714286,3.38,8.330769230769231,134.61538461538458,161.1938374,2.34,27265.0,5.83615637,96.59700775,0.759,-0.237621993,24.18213,90.91052631578947,17.4,6.9,5.7,96.39317322,21.8,0.0,42.7480916,23.941216,20953.0,89285.0,-0.040778168,24.8,-0.221448287,31.563,75.41625,24.1,65.967121,51.826009,548100.8783,29.1,26.906,0.637540758,52.715625,19.516326530612243
South Sudan,SSD,6.3,51.614889170588235,52683544.5,140167000000.0,59.18333333333333,-1.742862582,122.6,94.97673034499999,10.05615997,11.32562151,32.68000000000001,-2.32043457,2.27,0.305912971,59.0,59.0,61.0,4.8,83.50152949,18.6399378985,1869000.0,16.18268559,55.95,34.52275848,3.605,8.338461538461539,104.07692307692304,18.43380633,3.12,-297041.0,25.75857735,98.215114595,0.04,-2.434559584,30.371863750000003,90.23157894736842,84.9,63.7,4.1,96.03278732499999,9.2,0.0,28.45953003,23.206594,18285.5,291838.0,-2.035826683,12.5,-1.986111164,21.701999999999998,24.69583333,3.8,53.483942,47.406233,56397.91983,31.4,21.0805,-1.988602042,52.556250000000006,20.497959183673466
