Country Name,Country Code,Access to electricity (% of population),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Serbia,SRB,100.0,89.42,10.06529344,1276465.0,232941000000.0,27.610169491525426,-0.458568871,97.35656738,10.0125246,32.38125818,33.1,0.012669185,2.35,91.0,89.0,75.0,81.1659,4.085102853,1.055261655,7433.333333333333,11.48950820375,72.7804878,98.19220542625,1.6377358490566039,123.7205974,30.933333333333334,243.0,35.76107025,99.39446259,3.3147142857142855,-0.085266188,88.46323529411765,14.8,4.1,2.5,98.65824127,0.0,39.2,3348.077,25644.0,0.035520174,3.5,-0.114918962,16.714,81.8175,87.581267,74.797238,9.843,-0.127867654,25.3,55.1
Seychelles,SYC,100.0,59.135000000000005,10.06529344,137565.0,161873177470.3333,28.274576271186444,1.600454926,87.29246521,5.25937986,73.26086957,31.3,0.89958781,2.45,94.0,94.0,94.0,80.7475,9.76909937,4.696136489,6466.666666666667,9.157182235,73.39756098,98.0106468175,1.6433962264150943,172.6683573,24.766666666666666,146.0,21.97709084,95.61907196,3.5775714285714284,0.744613945,88.66176470588235,14.7,3.3,4.3,93.18734741,0.0,22.85714286,3403.753,12994.5,0.006211027,0.4,0.303267598,13.656999999999998,64.28583333,81.972682,67.393285,8.108666666666666,0.631717503,25.3,55.1
Sierra Leone,SLE,27.5,28.85,10.06529344,1224638.5,90805354940.66666,28.938983050847458,-0.45632562,77.22836304,8.55334282,34.84552508,29.5,-1.150694966,2.55,92.0,92.0,87.0,27.595,11.87395888,2.3985642795,5500.0,18.85916667,60.062,97.82908820875,1.6490566037735848,97.70150515,18.6,-1544.0,51.40983582,96.5465240475,3.8404285714285713,-0.097025879,88.86029411764706,89.2,31.9,27.8,95.43763733,0.0,12.32876712,3459.429,345.0,-0.98027122,0.30000000000000004,-0.839913309,10.599999999999998,58.50625,60.542056,54.881329,6.3743333333333325,-0.062518559,25.3,55.1
Singapore,SGP,100.0,97.55,10.06529344,2311712.0,19737532411.0,29.603389830508476,2.13980794,79.97811236,5.56525183,21.43454039,27.700000000000003,2.250112772,2.65,98.0,97.0,96.0,96.9247,2.30485959,0.10099207,4600.0,5.25,83.09268293,97.6475296,1.6547169811320754,147.480416,12.433333333333334,19321.0,22.49976158,97.473976135,4.103285714285715,1.442324996,89.05882352941177,6.6,1.7,19.46666666666667,100.5579834,0.0,29.80769231,3515.105,578.6666666666666,2.22689867,0.2,1.820004106,7.543,85.73458333,94.486041,90.71156,4.64,-0.140219897,25.3,55.1
Sint Maarten (Dutch part),SXM,100.0,96.58500000000001,10.06529344,1160306.0,13216212212.5,30.267796610169494,1.1756163984999999,82.72786168,6.657625915000001,10.88235294,25.900000000000002,1.370980233,2.68625,97.5,97.0,95.5,92.92515,2.7272329445,0.5553034535,3700.0,5.23142714725,73.972,96.37316767166666,1.6603773584905661,141.31395855,6.266666666666666,212.0,20.94988079,98.4014282225,4.366142857142857,1.0300657155,89.25735294117646,7.45,1.75,11.133333333333333,96.35300064,0.0,26.237179490000003,3570.781,812.3333333333333,1.5469281075,0.09999999999999998,1.2496886555,9.309,87.71229166500001,85.545662,76.587449,5.7669999999999995,0.38237170899999995,25.3,55.1
Slovak Republic,SVK,100.0,95.62,10.06529344,8900.0,6694892014.0,30.932203389830512,0.211424857,85.477611,7.75,40.05615641,24.1,0.491847694,2.7225,97.0,97.0,95.0,88.9256,3.149606299,1.009614837,2800.0,5.2128542945,74.61463415,95.09880574333333,1.6660377358490566,135.1475011,0.1,1746.0,19.4,99.32888031,4.629,0.617806435,89.45588235294117,8.3,1.8,2.8,92.14801788,0.0,22.66666667,3626.457,1046.0,0.866957545,0.0,0.679373205,11.075,89.69,87.417731,73.399213,6.894,0.904963315,25.3,55.1
Slovenia,SVN,100.0,99.05,10.06529344,21037.0,4180914000.0,31.596610169491527,0.693418622,88.22736032,9.48,61.371114,24.3,1.138621449,2.75875,86.0,86.0,95.0,89.004,1.917065061,0.424646582,1900.0,5.19428144175,80.67560976,93.824443815,1.671698113207547,123.0185759,0.0,4568.0,12.9,99.73948669,3.6739999999999995,0.755461395,89.65441176470588,7.0,0.9,2.5,97.17984772,0.0,26.66666667,1209.0,839.0,0.822128713,0.0,1.002724767,6.597,92.23666667,93.290713,85.572083,4.744,0.905274868,25.3,55.1
Solomon Islands,SLB,76.3,94.49333333333333,10.06529344,100593.419,1354523253.0,32.26101694915255,-0.163580567,90.97710964,4.76345396,90.11218292,26.22,-0.833722711,2.795,87.0,87.0,67.0,47.3313,-0.115437894,14.238340427999999,1000.0,5.175708589,70.348,92.55008188666667,1.6773584905660377,66.96324509,0.6599999999999999,-808.0,3.63947797,99.74586369076924,2.719,0.541670024,89.8529411764706,43.25,22.15,19.0,97.12448120333333,0.0,8.0,7790.333333333333,7321.5,-0.847071648,59.9,-0.364999384,15.378,48.01416667,77.010612,70.529041,14.498333333333333,0.408118784,25.3,55.1
Somalia,SOM,49.3,89.93666666666667,10.06529344,4711084.6274999995,145241761626.5,32.92542372881356,-1.795112491,93.72685895999999,6.51827264,9.409969076,28.14,-2.083893299,2.83125,42.0,42.0,46.0,19.8606,2.2481171420000003,28.052034274,2968000.0,6.108687628,55.28,91.27571995833334,1.6830188679245284,51.82360917,1.3199999999999998,-17071.0,4.573107125,99.75224069153846,1.7640000000000002,-2.727175713,90.05147058823529,79.5,43.4,48.7,97.06911468666667,0.0,24.36363636,14371.666666666666,13804.0,-1.836232662,46.099999999999994,-2.281856298,24.159,45.60833333,52.900575,43.654134,24.252666666666666,-1.745333552,25.3,55.1
South Africa,ZAF,89.3,85.38,10.06529344,9321575.836,289129000000.0,33.58983050847458,-0.034114234,96.47660828,8.27309132,14.0250847,30.06,-0.071012698,2.8674999999999997,86.0,86.0,87.0,74.1534,4.611672178,41.86572812,2168500.0,7.041666667,62.341,90.00135803,1.6886792452830188,168.9243909,1.9799999999999998,10934.0,5.50673628,99.7586176923077,0.809,-0.75098139,90.25,20.3,9.0,7.9,97.01374817,0.0,46.58227848,20953.0,75512.0,-0.090708636,32.3,0.069079861,32.94,80.87958333,58.858036,46.18486,34.007,0.770391166,25.3,55.1
South Sudan,SSD,7.7,5.83,10.06529344,26381027.782999996,157138500000.0,34.2542372881356,-1.836816192,88.64876938249999,5.86061621,11.32562151,31.979999999999997,-2.39656353,2.90375,69.0,69.0,74.0,9.64241,10.51671583,21.2382112045,1369000.0,16.08848271,54.975,90.81058247666667,1.6943396226415093,30.48067634,2.6399999999999997,-31885.0,27.40943527,99.76499469307693,0.9366666666666666,-2.287201405,90.44852941176471,87.3,63.2,21.4,98.08938979999999,0.0,32.36363636,18458.0,333673.0,-2.004423141,16.299999999999997,-2.070810795,22.212,36.19208333,51.477459,44.759654,24.394,-1.722736359,25.3,55.1
Spain,ESP,100.0,98.3,10.06529344,43440479.73,25148000000.0,34.91864406779661,0.715503156,80.82093048499999,10.74003887,37.17275211,33.9,0.909273446,2.94,92.0,92.0,95.0,93.8975,3.09313512,0.610694289,690500.0,13.10719489,83.22926829,91.61980692333334,1.7,119.623109,3.3,275022.0,20.99674988,99.77137169384615,1.0643333333333334,0.509131908,90.6470588235294,8.0,1.8,2.5,99.16503143,0.0,43.42857143,15963.0,122539.0,0.797288954,0.3,0.843659341,11.484,90.70083333,93.794146,87.819924,14.781,1.000158072,25.3,55.1
Sri Lanka,LKA,100.0,89.27,10.06529344,871685.0,845680000000.0,35.58305084745763,-0.356352985,72.9930915875,4.07,34.10701584,33.387499999999996,-0.114498667,3.635,96.0,96.0,97.0,44.4531,7.014780712,15.0092216145,12000.0,10.12590707,76.399,92.42903137,2.007142857142857,141.2920218,3.0749999999999997,-92400.0,43.64,99.77774869461538,1.192,-0.376803756,90.84558823529412,10.9,1.2,5.3,98.55699921,0.0,5.381165919,15181.875,907.0,-0.38943544,26.6,0.017869212,19.378,79.27541667,88.918591,78.278397,4.981,-0.074099243,25.3,55.1
St. Kitts and Nevis,KNA,100.0,90.75857142857143,10.06529344,974741.4,748340428571.4286,36.24745762711865,0.406278491,65.16525269,6.1634655,42.30769231,32.875,0.361725926,4.33,96.0,96.0,96.0,69.1294,1.19568887,29.40774894,644600.0,7.14461925,71.682,92.85752614166667,2.314285714285714,119.1089358,2.8499999999999996,-90.0,38.84815598,99.78412569538462,1.5983749999999999,0.949530005,91.04411764705883,29.8,5.6,4.75,130.5810394,0.0,25.0,14400.75,221509.2,0.53940779,35.86,0.45522669,30.107,49.23416667,82.262958,66.165127,12.747499999999999,0.773462951,25.3,55.1
St. Lucia,LCA,100.0,92.24714285714285,10.06529344,1077797.8,651000857142.8572,36.911864406779664,0.557350099,67.05227966733334,6.2111187,34.04918033,32.3625,-0.120851927,1.96,80.0,80.0,77.0,75.122,2.410703122,38.96432816,1277200.0,6.757424167,71.111,93.28602091333333,2.621428571428571,95.63211097,2.625,0.0,37.22053146,99.79050269615385,2.0047499999999996,0.831884623,91.24264705882354,22.2,4.5,4.2,83.57800293,0.0,11.11111111,13619.625,442111.4,0.383640796,45.120000000000005,0.604782999,40.836,66.23166667,82.044698,67.13834,20.514,0.855676949,25.3,55.1
St. Martin (French part),MAF,100.0,93.73571428571428,10.06529344,1180854.2,553661285714.2856,37.57627118644068,0.665805161,68.93930664466667,5.7868199350000005,24.8,31.85,0.09125373099999998,3.08,86.0,89.5,86.5,76.92240000000001,1.9917162235,34.81782332,1909800.0,7.203855583499999,80.379,93.71451568500001,2.9285714285714284,94.892216205,2.4,-948.0,31.706919669999998,99.79687969692307,2.4111249999999997,0.9360241295,91.44117647058823,27.75,7.4,3.65,99.648502365,0.0,14.646464645,12838.5,662713.6000000001,0.36361326299999996,54.38000000000001,0.592374951,33.6834,60.383958335,93.238753,86.420135,18.1556,0.862147063,25.3,55.1
St. Vincent and the Grenadines,VCT,100.0,95.22428571428571,10.06529344,1283910.6,456321714285.7143,38.2406779661017,0.774260223,70.826333622,5.36252117,73.17948718,31.3375,0.303359389,4.2,92.0,99.0,96.0,78.7228,1.572729325,30.67131848,2542400.0,7.650287,69.629,94.14301045666667,3.2357142857142858,94.15232144,2.175,-379.0,26.19330788,99.8032566976923,2.8175,1.040163636,91.63970588235294,33.3,10.3,3.1,115.7190018,0.0,18.18181818,12057.375,883315.8,0.34358573,63.64000000000001,0.579966903,26.5308,54.53625,74.393414,63.170094,15.7972,0.868617177,25.3,55.1
Sudan,SDN,61.8,96.71285714285715,10.06529344,1386967.0,358982142857.1429,38.905084745762714,-1.279220343,72.71336059933333,2.83633852,9.73629015,30.825,-1.663201809,4.26,84.0,84.0,81.0,27.6336,359.0930408,18.190543825,3175000.0,11.26939732,65.267,94.57150522833334,3.5428571428571427,75.55500225,1.95,-15223.0,56.85788345,99.80963369846154,3.2238749999999996,-1.987572193,91.83823529411765,51.8,18.1,11.9,96.29226686,0.0,23.796791445,11276.25,1103918.0,-1.476986885,72.9,-1.219706416,19.3782,43.57875,70.949612,60.906593,13.438799999999999,-1.45749557,25.3,55.1
Suriname,SUR,98.8,98.20142857142856,10.06529344,20181.0,261642571428.5714,39.56949152542373,-0.418640316,74.60038757666666,5.6838975,97.3336109,30.3125,-0.680655122,4.32,72.0,72.0,58.0,71.992,59.11966263,5.70976917,4046750.0,14.88850764,70.274,95.0,3.8499999999999996,147.8293071,1.725,-492.0,24.83084297,99.81601069923076,3.6302499999999993,0.348301739,92.03676470588235,35.8,7.2,9.0,76.86553192,0.0,29.41176471,10495.125,29.0,-0.721502066,36.45,-0.125704721,12.2256,61.61583333,76.400107,63.27246,11.0804,0.370178372,25.3,55.1
Sweden,SWE,100.0,99.69,10.06529344,20067143.63,164303000000.0,40.23389830508475,2.09889102,76.487414554,11.25,68.69906896,29.8,1.612470627,4.380000000000001,98.0,98.0,97.0,94.6703,2.163197364,1.079573448,4918500.0,8.764182477,83.05609756,94.80638122666667,4.157142857142857,124.3473047,1.5,80097.0,13.08,99.8223877,4.036625,1.014362812,92.23529411764706,5.4,1.4,2.5,99.8192215,0.0,46.99140401,9714.0,240854.0,1.745321631,0.0,1.70026207,5.073,92.60958333,93.958866,90.137552,8.722,1.49325943,25.3,55.1
Switzerland,CHE,100.0,99.49,10.06529344,10988881.27,8513034497.0,40.898305084745765,1.959008932,78.37444153133333,11.80107975,32.20860332,30.82,1.993037581,4.44,96.0,73.0,95.0,95.5694,0.581814168,0.483235941,5790250.0,2.639857314,83.75121951,94.61276245333333,4.4642857142857135,123.4337574,1.22,23872.0,22.70652771,99.59851837,4.443,1.115222096,92.43382352941177,2.1,0.6,2.5,95.4812088,0.0,42.5,4122.25096,118829.0,1.723315477,0.0,1.768213391,9.578,89.55333333,94.705835,91.053141,5.013,1.541601181,25.3,55.1
Syrian Arab Republic,SYR,88.8,69.49,10.06529344,672219.0,5636632840.0,41.56271186440678,-1.798400283,80.26146850866667,9.905539874999999,2.843108425,31.84,-1.766160727,1.43,48.0,48.0,59.0,61.9547,1.6181826413333331,4.093366815875,6662000.0,2.7448929855,72.063,94.41914368,4.771428571428571,79.67746006,0.9400000000000001,212187.0,43.123263855000005,87.38059998,3.712333333333333,-2.65949297,92.63235294117646,20.96666666666667,9.166666666666666,27.8,55.752491,0.0,11.2,2371.12548,589542.0,-1.646809816,36.6,-2.082003117,10.87125,31.40708333,83.357266,71.417733,4.0634999999999994,-1.911936998,25.3,55.1
Tajikistan,TJK,99.6,39.49,10.06529344,125163.504,2760231183.0,42.2271186440678,-1.354080081,82.148495486,8.01,3.060739246,32.86,-0.64694953,4.32,97.0,97.0,97.0,28.34,2.654551114666666,7.70349769075,4455000.0,2.849928657,71.594,94.31276194333334,5.078571428571428,118.8094765,0.6600000000000001,-3564.0,63.54,82.945622256,2.9816666666666665,-0.676817954,92.83088235294117,39.833333333333336,17.733333333333334,9.3,64.159246445,0.0,23.80952381,620.0,10724.0,-1.154771566,73.2,-1.206926942,12.1645,55.37208333,80.6312,72.126691,3.114,-1.701557755,25.3,55.1
Tanzania,TZA,42.7,52.43,10.06529344,1146973.0,5066100000000.0,42.891525423728815,-0.396900386,84.03552246333334,3.36136484,51.11311809,33.879999999999995,-0.646397412,3.33,81.0,81.0,77.0,29.7016,3.690919588,11.313628565624999,2248000.0,2.9549643285,66.201,94.20638020666667,5.385714285714285,84.99103625,0.3800000000000001,-4865.0,25.56492043,78.510644532,2.251,-0.335592777,93.02941176470588,58.7,26.3,23.5,72.56600189,0.0,36.8556701,785.2857142857142,207101.0,-0.640137732,41.25,-0.556608737,13.457749999999999,63.45916667,68.842383,60.908971,2.1645,-0.717960656,25.3,55.1
Thailand,THA,100.0,95.58,10.06529344,12734583.0,815750000000.0,43.55593220338984,-0.478348255,85.92254944066667,5.16038752,38.82831921,34.9,0.22119087,2.34,97.0,97.0,96.0,85.2696,1.230395413,14.9237594405,41000.0,3.06,78.715,94.09999847,5.692857142857142,168.7823161,0.1,1133.0,9.04455376,74.075666808,1.5203333333333333,-0.568726182,93.22794117647058,7.1,1.3,5.2,99.99299622,0.0,15.74642127,950.5714285714286,100510.0,0.083535075,9.3,0.094890401,14.751,80.17416667,88.802697,75.628596,1.215,-0.789982855,25.3,55.1
Timor-Leste,TLS,100.0,72.595,10.06529344,6703383.5,255162177.2,44.22033898305085,-0.072438493,87.80957641799999,11.43839264,61.84936113,36.4,-0.754948556,2.1574999999999998,86.0,86.0,79.0,35.5407,2.708305239,18.533890315375,217333.33333333334,11.15983557,67.737,95.86666615666667,6.0,104.9381426,22.0,-1997.0,5.89094496,69.640689084,0.7896666666666667,0.19231537,93.42647058823529,35.0,10.35,22.3,94.45259476,0.0,38.46153846,1115.857142857143,55596.5,-0.777108014,40.55,-1.026326776,31.171,55.99708333,73.591564,66.026554,2.344,0.451938301,25.3,55.1
Togo,TGO,55.7,49.61,10.06529344,672184.0,249071000000.0,44.884745762711866,-0.691679478,89.69660339533333,5.55532026,22.17889318,37.9,-0.686524272,1.975,83.0,83.0,70.0,32.5051,4.186215065,22.144021190249997,393666.6666666667,9.458288394,61.619,97.63333384333333,6.0,72.35295227,43.9,-995.0,69.00460052,65.20571136,0.059,-0.695711434,93.625,62.9,19.4,17.4,88.9121933,0.0,18.68131868,1281.142857142857,10683.0,-0.646790862,71.8,-0.586597383,24.924,67.43666667,62.146631,57.622841,2.2275,-0.796347439,25.3,55.1
Tonga,TON,100.0,45.35666666666667,10.06529344,662166.0,307857500000.0,45.54915254237289,-0.428654045,91.58363037266666,6.27256584,12.43055556,27.1,0.303419292,1.7925,99.0,99.0,99.0,57.5486,5.640511406,25.754152065124998,570000.0,7.756741218,70.986,99.40000153,6.0,60.67706123,0.0,-948.0,4.24110317,72.11206359399999,1.009,1.078965783,93.82352941176471,17.6,3.7,14.799999999999999,111.8769989,0.0,0.0,1446.4285714285713,7127.0,-0.315788686,50.7,0.429098636,18.677,61.67375,77.356139,66.632787,2.111,0.783069551,25.3,55.1
Trinidad and Tobago,TTO,100.0,41.10333333333333,10.06529344,652148.0,366644000000.0,46.2135593220339,-0.299970984,93.47065735,7.0194726,44.39961014,30.400000000000002,0.154986903,1.61,94.0,94.0,93.0,79.0,2.059227469,29.36428294,746333.3333333334,7.4375,72.971,99.47500133874999,6.0,130.8832291,0.2,2632.0,45.96759033,79.018415828,3.412,0.239029333,94.0220588235294,43.3,10.2,12.2,104.52568054,0.0,26.19047619,1611.7142857142858,3571.0,-0.095458128,29.6,-0.157717898,15.465,56.61083333,80.825909,68.98339,4.446,0.664211512,25.3,55.1
Tunisia,TUN,99.9,36.85,10.06529344,1675777.0,425430500000.0,46.877966101694916,-0.263698995,95.11625163,6.97273922,4.533084449,33.7,-0.210014835,2.42,97.0,97.0,95.0,68.3155,5.706350208,15.941940841,922666.6666666667,8.273872618571428,73.772,99.5500011475,6.0,127.5767095,0.4,-9189.0,33.74076843,85.924768062,3.385222222222222,-0.756551445,94.22058823529412,28.5,12.6,3.0,97.17436218,0.0,26.26728111,1777.0,3186.0,-0.400296509,8.5,0.065718137,20.122500000000002,73.89666667,86.027062,74.967361,8.2075,0.186393917,25.3,55.1
Turkiye,TUR,100.0,74.09,10.06529344,69065868.0,484217000000.0,47.54237288135594,-0.407550573,96.76184591,4.57,29.0741785,44.4,-0.118561924,3.225,95.0,96.0,96.0,81.4084,19.59649269,2.519598742,1099000.0,9.110245237142857,76.032,99.62500095625,6.0,101.785223,0.5,-69729.0,16.27,92.831120296,3.3584444444444443,-1.13676095,94.41911764705883,37.64,15.059999999999999,2.5,103.4356232,0.0,17.33333333,10546.0,3759817.0,-0.10066618,24.580000000000002,-0.432599366,24.78,87.5825,89.281071,78.002091,11.969,-0.859696805,25.3,55.1
Turkmenistan,TKM,100.0,72.045,10.06529344,648370.136,1482542750000.0,48.20677966101695,-1.439067125,98.40744019,5.56931353,8.782159045,42.68571428571428,-0.96206212,4.03,97.0,97.0,97.0,81.69496666666667,15.248512529500001,4.0225658402499995,824650.0,9.946617855714285,69.264,99.700000765,6.0,98.62541796,0.5125,-4503.0,78.55862427,99.73747253,3.3316666666666666,-0.332011014,94.61764705882354,46.78,17.52,5.7,110.1450577,0.0,25.0,8834.833333333334,16.0,-2.030894041,40.660000000000004,-1.458507538,22.036250000000003,28.675,79.501657,64.255147,9.83225,-1.909995317,25.3,55.1
Turks and Caicos Islands,TCA,100.0,70.0,10.06529344,437743.424,2480868500000.0,48.87118644067797,-0.38907533849999987,94.61873474400001,12.767567875000001,11.07368421,40.97142857142857,-0.6823343485,3.62,95.5,95.5,95.0,81.98153333333333,10.900532369,5.5255329385,550300.0,10.782990474285715,74.587,99.77500057374999,6.0,89.47693604,0.525,682.0,39.456705525,85.714111325,3.3048888888888888,0.4678361270000001,94.81617647058823,55.92,19.98,14.333333333333336,112.5954208,0.0,15.625,7123.666666666666,7.0,-1.1617266835,56.74000000000001,-0.36782509100000005,19.2925,42.72444444333333,86.444141,76.712264,7.6955,-0.3596829174999998,25.3,55.1
Tuvalu,TUV,99.7,67.955,10.06529344,227116.712,3479194250000.0,49.53559322033899,0.660916448,90.830029298,19.96582222,33.33333333,39.25714285714285,-0.402606577,3.21,94.0,94.0,93.0,82.2681,6.5525522085,7.02850003675,275950.0,11.619363092857142,64.547,99.8500003825,6.0,80.32845412,0.5375,-15.0,0.35478678,71.69075012,3.278111111111111,1.267683268,95.01470588235294,65.06,22.439999999999998,22.96666666666667,98.69564819,0.0,6.25,5412.5,764955.0,-0.292559326,72.82000000000001,0.722857356,16.54875,56.77388888666667,69.503469,48.989514,5.55875,1.190629482,25.3,55.1
Uganda,UGA,45.2,65.91,10.06529344,16490.0,4477520000000.0,50.2,-1.030537486,87.041323852,4.67196703,11.45343756,37.542857142857144,-0.600183427,2.8000000000000003,91.0,91.0,90.0,10.0,2.204572048,8.531467135,1600.0,12.45573571142857,62.705,99.92500019125,6.0,65.70386414,0.55,43465.0,31.25317955,73.95141601333334,3.251333333333333,-0.937743247,95.21323529411765,74.2,24.9,31.6,93.99276352,0.0,33.81294964,3701.333333333333,1529903.0,-0.490780681,88.9,-0.367464244,13.805,70.82333333,63.99612,51.663767,3.422,-0.823601782,25.3,55.1
Ukraine,UKR,100.0,83.56,10.06529344,3282709.0,262777000000.0,52.711111111111116,-0.786468089,83.252618406,8.01,16.73455299,35.82857142857143,-0.438858986,2.39,78.0,77.0,88.0,79.2183,9.363139177,3.843200895,854000.0,13.29210833,69.64780488,100.0,6.0,135.025689,0.5625,831.0,46.33,76.21208190666667,3.2245555555555554,-1.126953006,95.41176470588235,28.2,4.3,4.8,89.28987885,0.0,20.80378251,1990.166666666666,2382.0,-0.290212572,2.6,-0.681360543,12.261,80.38916667,83.76859,60.084483,9.834,0.071094915,25.3,55.1
United Arab Emirates,ARE,100.0,85.74,10.06529344,28422616.0,21597080634.0,55.22222222222222,1.150143266,79.46391296,5.30695152,4.467755562,34.114285714285714,1.365930557,1.98,96.0,95.0,99.0,100.0,-0.013859944,0.469827241,769800.0,9.944738886666666,78.71,98.12635803,6.0,194.7336208,0.575,-2762.0,10.43673134,78.47274780000001,3.1977777777777776,0.597461224,95.61029411764706,9.8,1.2,2.5,94.1139679,0.0,50.0,279.0,1355.0,1.006122708,0.0,0.799450576,10.717,79.29333333,91.392679,87.185161,3.105,-1.191664577,25.3,55.1
United Kingdom,GBR,100.0,99.76,10.06529344,26631932.0,151025000000.0,57.733333333333334,1.640929222,84.9515508,12.36469936,13.22145538,32.4,1.241773725,2.35,93.0,93.0,91.0,95.2591,2.518371096,3.638646817,685600.0,6.597369443333333,80.7,98.5942478175,6.0,118.5668355,0.5875,202027.0,13.51221371,80.73341369333333,3.171,0.489892125,95.80882352941177,4.1,1.6,2.5,98.93805695,0.0,34.25925926,16178.56,137078.0,1.452374935,0.0,1.396580219,11.41,87.19833333,90.387879,84.929711,4.826,1.264684796,25.3,55.1
United States,USA,100.0,94.95,10.06529344,666153000.0,393627000000.0,60.24444444444445,1.019727945,90.43918864,17.3625679,33.86692641,39.7,1.299519777,2.415,94.0,92.0,92.0,96.7792,4.697858864,6.807466393,601400.0,3.25,76.32926829,99.062137605,6.0,107.319451,0.6,561580.0,10.70016861,82.99407958666667,4.6855,-0.014877876,96.00735294117646,7.8,0.7,2.5,101.0912781,0.0,27.64976959,148553.3473,339179.0,1.440957189,0.2,1.390642166,12.205,92.75,85.23758,75.383496,5.349,0.878146708,25.3,55.1
Uruguay,URY,100.0,74.13,10.06529344,334081957.0,17175463500000.0,62.75555555555556,1.586253524,95.92682648,9.3592062,11.72437436,40.8,0.799935341,2.48,91.0,91.0,93.0,87.6444,7.747914023,8.901835953,517200.0,7.450648208,75.436,99.5300273925,6.0,136.9212202,0.1,-1486.0,15.43746567,85.25474548,6.2,1.045823932,96.20588235294117,15.2,2.9,2.5,100.50354,0.0,24.24242424,1498.0,877.0,0.719142973,10.466666666666667,0.698169112,14.94,79.27333333,85.258751,73.970714,9.328,1.287000179,25.3,55.1
Uzbekistan,UZB,99.9,44.13,10.06529344,2010914.0,33957300000000.0,65.26666666666667,-0.82933104,97.55223083,7.74,8.431804617,40.8,-0.266173691,4.86,98.0,98.0,99.0,76.5904,10.84923975,1.405456675,433000.0,21.42308585,70.862,99.99791718,6.0,102.8976203,0.1,-39201.0,60.31,87.51541137333334,5.544111111111111,-0.252974153,96.40441176470588,26.1,6.8,2.5,99.86799622,0.0,32.65306122,4732.0,13032.0,-0.595436335,20.733333333333334,-0.92204082,14.9385,70.38833333,79.759392,67.656439,7.59225,-1.397611976,25.3,55.1
Vanuatu,VUT,70.0,64.26,10.06529344,128164.0,17168646192.0,67.77777777777777,-0.039865486,97.592596432,4.3733778,36.28383921,40.8,-0.550469279,4.86,62.0,62.0,50.0,68.612,2.343283582,10.3552563025,348800.0,9.333333333,70.449,89.09999847,6.0,78.2951469,0.1,-197.0,7.33175659,89.77607726666668,4.888222222222222,0.900379121,96.60294117647058,23.3,2.4,9.5,95.28600311,0.0,0.0,4207.666666666667,26180.0,-0.108174562,31.0,0.447897673,14.937,50.63833333,78.582965,69.503614,5.8565,0.71786654,25.3,55.1
"Venezuela, RB",VEN,100.0,84.39,10.06529344,265276.0,13533628803.25,70.28888888888889,-1.622491598,97.632962034,4.03775549,52.34778074,40.8,-1.874471903,4.86,56.0,56.0,68.0,71.411,2.088999565,19.30505593,264600.0,8.5721666665,70.554,88.650549314,6.0,60.31557029,0.1,-525116.0,28.05523682,92.03674316,4.232333333333333,-1.45388782,96.80147058823529,16.15,1.7999999999999998,17.9,95.19540405,0.0,22.15568862,3683.333333333333,39328.0,-2.215185881,14.6,-2.299958467,14.9355,49.57,81.318393,65.629434,4.120749999999999,-1.617523909,25.3,55.1
